activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,applicant_ethnicity_4,applicant_ethnicity_5,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,co_applicant_ethnicity_4,co_applicant_ethnicity_5,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,aus_2,aus_3,aus_4,aus_5,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,RVDPPPGHCGZ40J4VQ731,29740,NM,35013,35013001210,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,5,0,2,1,32,1,2,2,1,175000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,1,NA,236,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,1,,,,,10,,,,3266,48.9,56800,172,780,987,16
2022,RVDPPPGHCGZ40J4VQ731,99999,VA,51137,51137110104,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,32,1,2,2,1,275000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,1,NA,149,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,3432,17.37,67800,157,1071,1330,22
2022,RVDPPPGHCGZ40J4VQ731,41700,TX,48187,48187210803,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,3,2,1,32,1,2,2,2,215000,60,7.25,0.483,2,8212.25,NA,4837.7,3563.7,9.77,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,69,30%-<36%,3,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,2,,,,,10,,,,4842,33.95,84000,120,1338,1572,22
2022,RVDPPPGHCGZ40J4VQ731,36420,OK,40109,40109108310,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,3,2,1,1,1,2,2,1,155000,75,6.875,-0.107,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,205000,1,3,3,5,1,NA,160,44,1,10,2,,,,,5,,,,,2,4,2,21,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,3026,68.27,84900,72,440,776,35
2022,RVDPPPGHCGZ40J4VQ731,37860,FL,12033,12033003511,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,32,2,2,2,2,55000,54.66,10,4.79,2,3304.3,NA,2200,1700,205,240,NA,NA,2,2,2,2,495000,1,1,3,5,1,NA,146,30%-<36%,3,10,2,,,,,5,,,,,2,4,2,27,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,2562,24.28,79500,131,801,997,28
2022,RVDPPPGHCGZ40J4VQ731,99999,NC,37117,37117970600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,32,1,2,2,2,55000,48.55,6.75,1.104,2,4720.86,NA,2337.93,2617.06,100,360,NA,NA,2,2,2,2,105000,1,1,3,5,1,NA,22,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,3,,,,,10,,,,2813,67.12,66900,88,970,1851,52
2022,RVDPPPGHCGZ40J4VQ731,17140,KY,21015,21015070403,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,32,2,2,2,2,65000,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,178,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,6820,12.83,97400,152,1823,2030,17
2022,RVDPPPGHCGZ40J4VQ731,47894,VA,51059,51059421001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,1,2,2,2,435000,200,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,435000,1,1,3,5,1,NA,81,38,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,1,,,,2855,63.19,139700,93,663,1015,40
2022,RVDPPPGHCGZ40J4VQ731,39340,UT,49049,49049003301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,32,2,2,2,2,55000,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,113,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,4205,27.13,96000,88,652,1030,19
2022,RVDPPPGHCGZ40J4VQ731,27340,NC,37133,37133000305,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,3,32,1,2,2,2,255000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,113,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,3151,31.89,60100,107,606,1233,30
2022,RVDPPPGHCGZ40J4VQ731,99999,CO,8125,8125963200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,1,1,2,2,2,235000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,81,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,5290,36.14,82500,72,1809,2405,63
2022,RVDPPPGHCGZ40J4VQ731,11100,TX,48381,48381022002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,5,0,2,1,32,1,2,2,2,215000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,60,NA,9,9,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,8127,60.38,77200,81,1675,2311,15
2022,RVDPPPGHCGZ40J4VQ731,23540,FL,12075,12075970501,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,2,32,1,2,2,2,155000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,41,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,3,,,,,10,,,,4129,23.13,79700,74,1147,1594,24
2022,RVDPPPGHCGZ40J4VQ731,99999,KY,21035,21035010500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,32,2,2,2,2,75000,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,40,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,3263,17.84,61700,108,830,1695,57
2022,RVDPPPGHCGZ40J4VQ731,14454,MA,25021,25021443103,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,2,32,1,2,2,2,305000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,97,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,3,,,,,10,,,,4562,13.61,129500,111,1300,1664,54
2022,RVDPPPGHCGZ40J4VQ731,30780,AR,5119,5119003406,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,2,31,1,2,2,2,125000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,42,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,4780,31.8,79000,101,1344,1927,42
2022,RVDPPPGHCGZ40J4VQ731,43780,IN,18141,18141011308,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,5,0,2,2,32,1,2,2,2,155000,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,174,NA,9,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,1,2,2,55-64,45-54,No,No,1,1,6,,,,,10,,,,3924,20.95,77500,132,1455,1768,38
2022,RVDPPPGHCGZ40J4VQ731,28140,MO,29049,29049960201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,32,2,2,2,2,65000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,120,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,3045,8.37,97300,85,1016,1226,39
2022,RVDPPPGHCGZ40J4VQ731,29180,LA,22113,22113950800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,55000,80,7.375,1.214,2,5079.7,NA,3620.45,4119.92,,348,NA,NA,2,2,2,2,75000,1,1,3,5,1,NA,49,45,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,4570,70.83,74900,60,942,2052,58
2022,RVDPPPGHCGZ40J4VQ731,26420,TX,48201,48201341600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,5,0,2,1,32,1,2,2,1,215000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,1,NA,170,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,6711,31.26,90800,110,1597,2219,30
2022,RVDPPPGHCGZ40J4VQ731,45104,WA,53053,53053072313,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,5,0,2,1,32,1,2,2,2,395000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,121,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,4446,41.99,101800,125,1219,1609,32
2022,RVDPPPGHCGZ40J4VQ731,33874,PA,42017,42017100402,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,2,2,2,2,65000,78.86,10.75,5.166,2,3776.65,NA,2722.35,2222.35,30.3,240,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,83,38,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,6456,24.46,131400,77,1754,2023,64
2022,RVDPPPGHCGZ40J4VQ731,99999,AZ,4017,4017965302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,32,1,2,2,2,195000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,50,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,3150,18.6,55400,92,1091,2151,24
2022,RVDPPPGHCGZ40J4VQ731,47580,GA,13153,13153020108,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,5,0,2,2,32,1,2,2,2,85000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,85,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,3,,,,,10,,,,6152,40.52,80900,62,1169,2113,38
2022,RVDPPPGHCGZ40J4VQ731,24860,SC,45045,45045003101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,32,1,2,2,2,155000,63.55,7.125,0.619,2,8530.64,NA,7011.39,6035.48,,348,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,83,20%-<30%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,45-54,No,No,1,1,1,,,,,10,,,,8662,43.37,80300,97,2320,3429,27
2022,RVDPPPGHCGZ40J4VQ731,17460,OH,39093,39093070101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,32,1,2,2,2,115000,78.55,6.5,0.038,2,7172.25,NA,5723,8183.72,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,67,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,2,,,,,10,,,,3556,16.68,85400,100,1560,1701,59
2022,RVDPPPGHCGZ40J4VQ731,48424,FL,12099,12099007853,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,1,4,1,2,2,2,275000,200.18,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,86,50%-60%,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,1,9,,,2695,41.15,90300,148,622,705,22
2022,RVDPPPGHCGZ40J4VQ731,47894,VA,51061,51061930705,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,315000,56.55,6.25,-0.27,2,16495.96,NA,14751.71,13477.71,,360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,199,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,3988,33.43,139700,93,718,955,27
2022,RVDPPPGHCGZ40J4VQ731,26620,AL,1083,1083021202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,2,2,2,2,55000,69.92,10.625,4.941,2,2624.85,NA,1570.55,1070.55,,180,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,218,20%-<30%,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,6460,28.79,92700,122,1452,1644,12
2022,RVDPPPGHCGZ40J4VQ731,12260,GA,13073,13073030504,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,32,1,2,2,2,255000,79.74,5.499,-0.287,2,18162.01,NA,11862.76,17981.75,,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,138,20%-<30%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,3,,,,,10,,,,3947,25.59,73800,97,860,1404,33
2022,RVDPPPGHCGZ40J4VQ731,42644,WA,53061,53061042001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,32,1,2,2,2,525000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,93,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,6030,32.22,134600,102,1597,1745,35
2022,RVDPPPGHCGZ40J4VQ731,18140,OH,39089,39089754400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,2,32,1,2,2,2,155000,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,172,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,3,,,,,10,,,,6057,5.46,95600,83,1906,2544,39
2022,RVDPPPGHCGZ40J4VQ731,99999,MN,27129,27129790400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,2,1,1,2,2,2,165000,100,NA,NA,3,NA,NA,NA,NA,NA,299,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,59,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,7,,,,2642,20.7,83600,91,768,1108,69
2022,RVDPPPGHCGZ40J4VQ731,22744,FL,12011,12011060401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Male,5,0,2,1,32,1,2,2,2,305000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,62,NA,9,9,3,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,5245,92.18,82100,82,1132,1107,46
2022,RVDPPPGHCGZ40J4VQ731,20100,DE,10001,10001042206,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,5,0,2,1,32,2,2,2,2,55000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,108,NA,9,9,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,2822,30.33,77200,111,1105,1138,28
2022,RVDPPPGHCGZ40J4VQ731,49660,OH,39099,39099813200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,1,1,2,2,2,105000,80,6.375,0.612,2,8131.01,NA,4619.96,4619.96,2330.4,360,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,51,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,3,,,,,10,,,,4171,4.03,68100,86,1001,1739,63
2022,RVDPPPGHCGZ40J4VQ731,43780,IN,18141,18141001500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,2,32,1,2,2,2,85000,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,59,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,3,,,,,10,,,,3079,33.97,77500,58,704,1336,0
2022,RVDPPPGHCGZ40J4VQ731,12540,CA,6029,6029003219,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,3,1,1,2,2,2,215000,NA,NA,NA,3,NA,NA,NA,NA,NA,254,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,81,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,6685,85.59,67900,175,948,1262,10
2022,RVDPPPGHCGZ40J4VQ731,48900,NC,37129,37129012108,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,225000,100,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,60,36,3,10,1,13,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,2,6,9,,3516,15.05,89000,115,925,1491,26
2022,RVDPPPGHCGZ40J4VQ731,10180,TX,48441,48441011500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,5,0,2,1,31,1,2,2,2,75000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,36,NA,9,9,11,1,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,2884,35.71,76900,95,655,1243,70
2022,RVDPPPGHCGZ40J4VQ731,11100,TX,48381,48381020600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,32,1,2,2,2,105000,75,7.125,0.693,2,8116.45,NA,5590,6351.35,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,50,20%-<30%,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,3850,63.14,77200,90,1138,1338,52
2022,RVDPPPGHCGZ40J4VQ731,25060,MS,28059,28059040901,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,2,32,1,2,2,2,215000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,90,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,6160,32.68,69500,125,1465,2022,25
2022,RVDPPPGHCGZ40J4VQ731,29820,NV,32003,32003003245,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,5,0,2,1,32,2,2,2,2,55000,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,71,NA,9,9,2,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,4743,54.44,81700,107,1469,1949,24
2022,RVDPPPGHCGZ40J4VQ731,42644,WA,53061,53061052506,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,5,0,2,1,32,2,2,2,2,115000,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,159,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,5058,30.9,134600,78,1278,1804,29
2022,RVDPPPGHCGZ40J4VQ731,10540,OR,41043,41043030201,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,0,2,3,32,1,2,2,2,245000,90,6.125,-0.029,2,22226.67,NA,11726.02,9989.1,6457.25,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,50,44,3,9,2,,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,3501,14.42,84900,103,951,1412,46
2022,RVDPPPGHCGZ40J4VQ731,99999,NE,31151,31151960900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,2,32,1,2,2,2,255000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,90,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,3,,,,,10,,,,3126,13.72,80900,106,833,1322,64
2022,RVDPPPGHCGZ40J4VQ731,46520,HI,15003,15003010508,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,5,0,2,1,32,2,2,2,2,255000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,250,NA,9,9,2,,,,,2,,,,,2,2,4,41,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,2748,61.97,113300,113,618,574,43
2022,RVDPPPGHCGZ40J4VQ731,16984,IL,17031,17031691400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,1,1,2,2,2,245000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,150,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,3411,99.62,105700,40,569,1397,0
2022,RVDPPPGHCGZ40J4VQ731,31084,CA,6037,6037570601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,5,0,2,1,32,1,2,2,2,555000,NA,NA,NA,3,NA,NA,NA,NA,NA,348,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,98,NA,9,9,1,11,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,5235,91.96,91100,78,760,1357,67
